WijkenEnBuurten;Gemeentenaam_1;SoortRegio_2;Codering_3;MeestVoorkomendePostcode_113;HuishoudensTotaal_28;GemiddeldeHuishoudensgrootte_32;Bevolkingsdichtheid_33;GemiddeldeWOZWaardeVanWoningen_35;PercentageEengezinswoning_36;Koopwoningen_40;InBezitWoningcorporatie_42;InBezitOverigeVerhuurders_43;BouwjaarVanaf2000_46;GemiddeldAardgasverbruikTotaal_55;Gemiddeld_opleidingsniveau;Percent_inkomensontvangers;Bedrijfsvestigingen_per_huishuidens;PersonenautoSPerHuishouden_102;AfstandTotSchool_108;Omgevingsadressendichtheid_116
Anjeliersbuurt Zuid;Amsterdam;Buurt;3630611;1015;1940;1,5;26563,0;468,0;5,0;27,0;47,0;25,0;2,0;;2,47244094488189;;0,327319587628866;0,3;0,2;11768,0
Leidsebuurt Noordwest;Amsterdam;Buurt;3630700;1017;190;1,3;10358,0;509,0;8,0;38,0;0,0;61,0;0,0;;2,76;;0,8157894736842105;0,2;0,7;9407,0
Leidsebuurt Zuidwest;Amsterdam;Buurt;3630701;1017;90;1,4;4825,0;524,0;1,0;15,0;21,0;62,0;5,0;;2,4615384615384617;;0,5555555555555556;0,2;0,5;9661,0
Leidsebuurt Noordoost;Amsterdam;Buurt;3630702;1017;700;1,4;18717,0;512,0;6,0;27,0;0,0;71,0;2,0;;2,4731182795698925;;0,6357142857142857;0,3;0,6;9271,0
Leidsebuurt Zuidoost;Amsterdam;Buurt;3630703;1017;185;1,5;6720,0;592,0;2,0;31,0;15,0;53,0;0,0;;2,5416666666666665;;0,7297297297297297;0,3;0,6;9271,0
Weteringbuurt;Amsterdam;Buurt;3630704;1017;1475;1,6;20441,0;560,0;9,0;40,0;9,0;51,0;8,0;;2,729064039408867;;0,423728813559322;0,4;0,3;9465,0
Den Texbuurt;Amsterdam;Buurt;3630705;1017;610;1,8;11349,0;779,0;3,0;43,0;19,0;37,0;2,0;;2,640449438202247;;0,5573770491803278;0,5;0,5;10003,0
Utrechtsebuurt Zuid;Amsterdam;Buurt;3630706;1017;740;1,6;20647,0;635,0;9,0;39,0;14,0;46,0;3,0;;2,4761904761904763;;0,5067567567567568;0,4;0,3;9209,0
Frederikspleinbuurt;Amsterdam;Buurt;3630707;1017;560;1,6;6813,0;725,0;6,0;44,0;19,0;36,0;8,0;;2,6623376623376624;;0,625;0,7;0,4;10331,0
Weesperbuurt;Amsterdam;Buurt;3630800;1018;2045;1,4;14665,0;528,0;2,0;30,0;27,0;41,0;2,0;;2,5571955719557193;;0,3545232273838631;0,4;0,4;7912,0
Sarphatistrook;Amsterdam;Buurt;3630801;1018;1200;1,6;11904,0;513,0;1,0;27,0;42,0;29,0;12,0;;2,4393939393939394;;0,4625;0,4;0,4;8103,0
de Plantage;Amsterdam;Buurt;3630803;1018;1070;1,6;5285,0;597,0;5,0;48,0;21,0;31,0;5,0;;2,5705128205128207;;0,4766355140186916;0,5;0,5;6985,0
Alexanderplein e.o.;Amsterdam;Buurt;3630804;1018;240;1,6;9784,0;523,0;2,0;46,0;16,0;37,0;0,0;;2,5588235294117645;;0,375;0,3;0,9;9157,0
Marine-Etablissement;Amsterdam;Buurt;3630900;1019;30;1,7;456,0;;;;;;;;2,857142857142857;;2,5;;0,7;4167,0
Kattenburg;Amsterdam;Buurt;3630901;1018;1065;1,6;19254,0;408,0;4,0;24,0;70,0;5,0;0,0;;2,2681159420289854;;0,17370892018779344;0,3;0,9;5061,0
Wittenburg;Amsterdam;Buurt;3630902;1018;1345;1,6;20598,0;404,0;1,0;30,0;46,0;24,0;6,0;;2,198237885462555;;0,241635687732342;0,4;0,2;5196,0
Oostenburg;Amsterdam;Buurt;3630903;1018;980;1,7;8577,0;423,0;2,0;29,0;47,0;24,0;9,0;;2,472972972972973;;0,32142857142857145;0,4;0,6;6470,0
Czaar Peterbuurt;Amsterdam;Buurt;3630904;1018;1475;1,6;23069,0;349,0;2,0;22,0;31,0;47,0;21,0;;2,4504950495049505;;0,34915254237288135;0,3;0,3;6876,0
Het Funen;Amsterdam;Buurt;3630905;1018;640;2,1;18136,0;602,0;0,0;61,0;29,0;10,0;99,0;;2,53;;0,359375;0,5;0,6;7803,0
Kazernebuurt;Amsterdam;Buurt;3630907;1018;625;1,5;17470,0;461,0;1,0;24,0;47,0;28,0;0,0;;2,5357142857142856;;0,216;0,4;0,7;7973,0
Kadijken;Amsterdam;Buurt;3630908;1018;1860;1,6;17107,0;492,0;2,0;32,0;55,0;13,0;8,0;;2,51171875;;0,34408602150537637;0,4;0,8;6352,0
Coenhaven/Mercuriushaven;Amsterdam;Buurt;3631000;1013;15;1,5;19,0;;;;;;;;;;44,0;;1,0;1722,0
Alfa-driehoek;Amsterdam;Buurt;3631001;1014;1;1,0;;;;;;;;;;;350,0;;;402,0
Petroleumhaven;Amsterdam;Buurt;3631002;1041;1;1,0;;;;;;;;;;;65,0;;;83,0
Westhaven Noord;Amsterdam;Buurt;3631003;1042;20;1,9;10,0;;;;;;;;;;10,25;;2,9;97,0
Vervoerscentrum;Amsterdam;Buurt;3631004;1042;1;1,0;;;;;;;;;;;120,0;;;168,0
Amerikahaven;Amsterdam;Buurt;3631005;1045;10;1,2;2,0;;;;;;;;;;20,0;;5,3;50,0
Afrikahaven;Amsterdam;Buurt;3631006;1047;1;1,8;;;;;;;;;;;35,0;;;46,0
Westhaven Zuid;Amsterdam;Buurt;3631007;1043;5;1,6;26,0;;;;;;;;;;15,0;;1,6;304,0
Sloterdijk II;Amsterdam;Buurt;3631100;1043;10;1,4;32,0;;;;;;;;;;20,5;;2,1;876,0
Sloterdijk III Oost;Amsterdam;Buurt;3631102;1043;1;;;;;;;;;;;;75,0;;;778,0
Sloterdijk III West;Amsterdam;Buurt;3631103;1046;75;1,2;44,0;;3,0;3,0;0,0;97,0;83,0;;;;7,266666666666667;;2,6;270,0
De Heining;Amsterdam;Buurt;3631104;1047;10;2,2;28,0;;;;;;;;;;7,0;;3,3;139,0
Teleport;Amsterdam;Buurt;3631105;1043;600;1,2;817,0;133,0;0,0;0,0;0,0;100,0;71,0;;2,2388059701492535;;1,1083333333333334;2,0;1,6;2310,0
Bretten Oost;Amsterdam;Buurt;3631107;1043;1;1,0;;;;;;;;;;;10,0;;;2363,0
Bretten West;Amsterdam;Buurt;3631109;1046;1;;;;;;;;;;;;0,0;;;189,0
Houthavens West;Amsterdam;Buurt;3631200;1014;1075;2,1;7480,0;;5,0;53,0;9,0;38,0;100,0;;2,727699530516432;;0,3488372093023256;0,6;0,4;3154,0
Houthavens Oost;Amsterdam;Buurt;3631201;1013;415;1,6;28896,0;636,0;0,0;58,0;28,0;14,0;45,0;;2,5535714285714284;;0,5301204819277109;0,5;0,5;4066,0
Zeeheldenbuurt;Amsterdam;Buurt;3631300;1013;1075;1,8;22444,0;413,0;0,0;29,0;36,0;35,0;7,0;;2,3515151515151516;;0,4046511627906977;0,5;0,2;5288,0
Spaarndammerbuurt Noordoost;Amsterdam;Buurt;3631301;1013;1695;1,6;27341,0;387,0;0,0;21,0;73,0;6,0;0,0;;2,1798245614035086;;0,21238938053097345;0,3;0,3;5779,0
Spaarndammerbuurt Zuidoost;Amsterdam;Buurt;3631302;1013;625;1,6;20898,0;368,0;0,0;29,0;45,0;26,0;11,0;;;;0,248;0,3;0,2;7112,0
Spaarndammerbuurt Zuidwest;Amsterdam;Buurt;3631303;1013;940;1,6;22236,0;360,0;0,0;29,0;45,0;26,0;0,0;;2,388059701492537;;0,28191489361702127;0,3;0,3;5640,0
Spaarndammerbuurt Midden;Amsterdam;Buurt;3631304;1013;775;1,7;22636,0;375,0;1,0;24,0;45,0;31,0;3,0;;2,130841121495327;;0,2903225806451613;0,3;0,5;5442,0
Spaarndammerbuurt Noordwest;Amsterdam;Buurt;3631305;1013;1135;1,7;16623,0;415,0;1,0;11,0;80,0;9,0;0,0;;2,0545454545454547;;0,21585903083700442;0,4;0,7;3972,0
Westergasfabriek;Amsterdam;Buurt;3631306;1014;1;;;;;;;;;;;;45,0;;;7276,0
Overbraker Binnenpolder;Amsterdam;Buurt;3631307;1014;1;1,5;;;;;;;;;;;10,0;;;2473,0
De Wittenbuurt Noord;Amsterdam;Buurt;3631400;1052;825;1,6;21442,0;416,0;0,0;23,0;45,0;31,0;0,0;;2,4608695652173913;;0,3515151515151515;0,4;0,4;9566,0
De Wittenbuurt Zuid;Amsterdam;Buurt;3631401;1052;565;1,6;24846,0;403,0;1,0;22,0;64,0;13,0;0,0;;2,081081081081081;;0,20353982300884957;0,3;0,4;10844,0
Staatsliedenbuurt Noordoost;Amsterdam;Buurt;3631402;1051;770;1,6;20598,0;353,0;0,0;19,0;76,0;5,0;0,0;;2,1818181818181817;;0,16883116883116883;0,3;0,2;8923,0
Fannius Scholtenbuurt;Amsterdam;Buurt;3631403;1051;2325;1,6;35527,0;352,0;0,0;28,0;51,0;20,0;3,0;;2,4625;;0,27956989247311825;0,3;0,2;8929,0
Westerstaatsman;Amsterdam;Buurt;3631404;1051;1780;1,6;29193,0;358,0;0,0;37,0;36,0;27,0;3,0;;2,5201612903225805;;0,29775280898876405;0,3;0,3;8158,0
Buyskade e.o.;Amsterdam;Buurt;3631405;1051;1705;1,8;27274,0;478,0;0,0;33,0;34,0;33,0;34,0;;2,4689922480620154;;0,3225806451612903;0,4;0,5;9708,0
Ecowijk;Amsterdam;Buurt;3631500;1051;625;2,1;20655,0;507,0;0,0;50,0;45,0;5,0;0,0;;2,4444444444444446;;0,28;0,3;0,6;7013,0
Markthallen;Amsterdam;Buurt;3631501;1051;5;1,9;50,0;;;;;;;;;;17,0;;0,5;9820,0
Bedrijvencentrum Westerkwartier;Amsterdam;Buurt;3631502;1051;30;2,0;491,0;;;;;;;;;;3,5;;1,1;6091,0
Marcanti;Amsterdam;Buurt;3631503;1051;630;1,6;18357,0;390,0;0,0;29,0;45,0;26,0;24,0;;2,3222222222222224;;0,19047619047619047;0,4;0,7;11258,0
Frederik Hendrikbuurt Noord;Amsterdam;Buurt;3631600;1052;2370;1,6;21051,0;402,0;0,0;28,0;33,0;34,0;1,0;;2,4924924924924925;;0,2721518987341772;0,3;0,6;11514,0
Frederik Hendrikbuurt Zuidoost;Amsterdam;Buurt;3631601;1052;2105;1,5;29062,0;374,0;0,0;29,0;40,0;31,0;9,0;;2,317241379310345;;0,28741092636579574;0,3;0,3;11928,0
Frederik Hendrikbuurt Zuidwest;Amsterdam;Buurt;3631602;1052;675;1,7;18162,0;475,0;2,0;35,0;41,0;24,0;11,0;;2,46875;;0,25925925925925924;0,4;0,5;11755,0
Da Costabuurt Noord;Amsterdam;Buurt;3631700;1053;2895;1,6;21439,0;473,0;0,0;32,0;22,0;46,0;2,0;;2,603960396039604;;0,3626943005181347;0,3;0,3;12037,0
Bellamybuurt Noord;Amsterdam;Buurt;3631800;1053;1470;1,6;28245,0;450,0;1,0;24,0;33,0;43,0;2,0;;2,2164502164502164;;0,3163265306122449;0,3;0,4;12250,0
Bellamybuurt Zuid;Amsterdam;Buurt;3631801;1053;2465;1,6;25349,0;397,0;2,0;26,0;38,0;36,0;17,0;;2,42816091954023;;0,34685598377281945;0,3;0,3;12045,0
Da Costabuurt Zuid;Amsterdam;Buurt;3631900;1053;1510;1,5;31241,0;409,0;0,0;33,0;22,0;45,0;1,0;;2,5346534653465347;;0,34105960264900664;0,2;0,3;11489,0
Borgerbuurt;Amsterdam;Buurt;3631901;1053;1780;1,6;25613,0;360,0;0,0;18,0;74,0;8,0;0,0;;2,2060085836909873;;0,1797752808988764;0,3;0,3;11050,0
Lootsbuurt;Amsterdam;Buurt;3631902;1053;1250;1,5;30029,0;368,0;0,0;23,0;54,0;23,0;6,0;;2,4730538922155687;;0,272;0,3;0,3;10399,0
Helmersbuurt Oost;Amsterdam;Buurt;3632000;1054;1510;1,7;25017,0;625,0;1,0;39,0;4,0;57,0;1,0;;2,6497695852534564;;0,3708609271523179;0,4;0,5;10287,0
WG-terrein;Amsterdam;Buurt;3632001;1054;1535;1,6;15084,0;521,0;1,0;27,0;53,0;20,0;9,0;;2,4862385321100917;;0,44625407166123776;0,3;0,7;10429,0
Cremerbuurt Oost;Amsterdam;Buurt;3632002;1054;1385;1,6;34040,0;475,0;0,0;39,0;16,0;44,0;0,0;;2,585858585858586;;0,3212996389891697;0,3;0,4;10364,0
Cremerbuurt West;Amsterdam;Buurt;3632100;1054;3530;1,6;29248,0;446,0;0,0;32,0;19,0;48,0;0,0;;2,618290258449304;;0,3271954674220963;0,3;0,2;9592,0
Vondelparkbuurt West;Amsterdam;Buurt;3632101;1054;1280;1,7;22241,0;564,0;3,0;40,0;18,0;42,0;2,0;;2,648936170212766;;0,3359375;0,4;0,5;8693,0
Vondelparkbuurt Oost;Amsterdam;Buurt;3632200;1054;490;1,7;6768,0;1081,0;8,0;50,0;7,0;42,0;0,0;;2,681159420289855;;0,6530612244897959;0,5;0,6;9825,0
Vondelparkbuurt Midden;Amsterdam;Buurt;3632201;1054;480;1,8;10089,0;843,0;12,0;40,0;25,0;35,0;0,0;;2,550724637681159;;0,5;0,5;0,7;9594,0
Zuidas Noord;Amsterdam;Buurt;3632300;1077;280;1,7;598,0;682,0;1,0;16,0;0,0;83,0;99,0;;2,8285714285714287;;3,875;0,8;0,3;3715,0
RAI;Amsterdam;Buurt;3632301;1078;1;;;;;;;;;;;;10,0;;;4981,0
VU-kwartier;Amsterdam;Buurt;3632302;1081;80;1,4;258,0;603,0;18,0;63,0;5,0;32,0;3,0;;2,5454545454545454;;1,6875;0,4;1,3;2479,0
Zuidas Zuid;Amsterdam;Buurt;3632303;1082;1405;1,7;10946,0;701,0;0,0;21,0;14,0;64,0;100,0;;2,61244019138756;;0,597864768683274;1,8;0,9;3580,0
Vivaldi;Amsterdam;Buurt;3632304;1083;860;1,1;3388,0;178,0;0,0;8,0;0,0;92,0;100,0;;2,5268817204301075;;0,5232558139534884;0,6;0,1;3420,0
Hemonybuurt;Amsterdam;Buurt;3632400;1074;1625;1,6;22234,0;536,0;2,0;32,0;20,0;47,0;1,0;;2,6133333333333333;;0,37538461538461537;0,4;0,3;10800,0
Gerard Doubuurt;Amsterdam;Buurt;3632401;1073;1265;1,5;19379,0;464,0;0,0;24,0;38,0;37,0;3,0;;2,3392857142857144;;0,2964426877470356;0,2;0,6;10254,0
Frans Halsbuurt;Amsterdam;Buurt;3632402;1072;1745;1,5;23637,0;479,0;1,0;28,0;23,0;48,0;2,0;;2,3733905579399144;;0,36103151862464183;0,3;0,6;9768,0
Hercules Seghersbuurt;Amsterdam;Buurt;3632403;1072;1780;1,5;33132,0;406,0;0,0;16,0;37,0;45,0;3,0;;2,311688311688312;;0,2808988764044944;0,2;0,4;10094,0
Sarphatiparkbuurt;Amsterdam;Buurt;3632404;1073;3345;1,5;22056,0;438,0;0,0;24,0;20,0;55,0;2,0;;2,4017857142857144;;0,3721973094170404;0,3;0,3;11017,0
Willibrordusbuurt;Amsterdam;Buurt;3632500;1074;1805;1,5;24833,0;406,0;1,0;22,0;34,0;44,0;9,0;;2,440909090909091;;0,25761772853185594;0,3;0,4;11454,0
Van der Helstpleinbuurt;Amsterdam;Buurt;3632501;1073;2500;1,6;28715,0;448,0;0,0;27,0;28,0;43,0;11,0;;2,56047197640118;;0,262;0,4;0,2;11703,0
Lizzy Ansinghbuurt;Amsterdam;Buurt;3632502;1072;1435;1,6;19122,0;431,0;0,0;23,0;39,0;38,0;0,0;;2,4607843137254903;;0,3310104529616725;0,3;0,3;10382,0
Cornelis Troostbuurt;Amsterdam;Buurt;3632503;1072;2195;1,6;23871,0;441,0;0,0;30,0;23,0;47,0;2,0;;2,568106312292359;;0,26651480637813213;0,3;0,5;9529,0
Diamantbuurt;Amsterdam;Buurt;3632600;1074;1790;1,7;22490,0;398,0;4,0;16,0;65,0;20,0;0,0;;2,1195219123505975;;0,21508379888268156;0,3;0,7;10037,0
Burgemeester Tellegenbuurt Oost;Amsterdam;Buurt;3632601;1073;1685;1,6;24108,0;411,0;0,0;14,0;65,0;21,0;5,0;;2,393162393162393;;0,20474777448071216;0,3;0,4;11030,0
Burgemeester Tellegenbuurt West;Amsterdam;Buurt;3632602;1073;1365;1,7;23158,0;420,0;0,0;13,0;78,0;10,0;0,0;;2,262295081967213;;0,2087912087912088;0,3;0,3;11009,0
Swammerdambuurt;Amsterdam;Buurt;3632700;1091;1215;1,6;17277,0;521,0;1,0;45,0;22,0;33,0;11,0;;2,4853801169590644;;0,3662551440329218;0,3;0,4;9954,0
Weesperzijde Midden/Zuid;Amsterdam;Buurt;3632701;1091;1960;1,7;17982,0;506,0;1,0;36,0;24,0;40,0;10,0;;2,592057761732852;;0,35714285714285715;0,4;0,4;9316,0
Parooldriehoek;Amsterdam;Buurt;3632702;1091;485;1,2;8316,0;397,0;0,0;0,0;100,0;0,0;0,0;;2,15625;;0,10309278350515463;0,1;0,5;9168,0
Oosterparkbuurt Noordwest;Amsterdam;Buurt;3632800;1091;2395;1,6;17634,0;392,0;0,0;23,0;56,0;20,0;13,0;;2,4539877300613497;;0,25052192066805845;0,3;0,3;8199,0
Oosterpark;Amsterdam;Buurt;3632801;1092;95;1,2;522,0;272,0;0,0;0,0;98,0;2,0;0,0;;2,4545454545454546;;1,1578947368421053;0,4;0,6;7989,0
Oosterparkbuurt Zuidoost;Amsterdam;Buurt;3632802;1092;2140;1,8;24183,0;465,0;3,0;33,0;43,0;24,0;1,0;;2,4870967741935486;;0,2616822429906542;0,4;0,2;8528,0
Oosterparkbuurt Zuidwest;Amsterdam;Buurt;3632803;1091;1845;1,7;26149,0;404,0;0,0;21,0;67,0;12,0;6,0;;2,1115384615384616;;0,21951219512195122;0,3;0,4;8690,0
Dapperbuurt Noord;Amsterdam;Buurt;3632900;1093;2510;1,7;21778,0;399,0;0,0;24,0;61,0;15,0;7,0;;2,259154929577465;;0,2450199203187251;0,3;0,5;8522,0
Dapperbuurt Zuid;Amsterdam;Buurt;3632901;1093;2295;1,6;21868,0;400,0;1,0;21,0;57,0;22,0;4,0;;2,3126934984520124;;0,24183006535947713;0,3;0,2;8773,0
Oostpoort;Amsterdam;Buurt;3632902;1093;965;1,9;9534,0;507,0;14,0;37,0;47,0;16,0;74,0;;2,2732919254658386;;0,3160621761658031;0,4;0,3;8650,0
Transvaalbuurt West;Amsterdam;Buurt;3633000;1091;2340;1,8;23636,0;373,0;2,0;25,0;62,0;13,0;2,0;;2,1052631578947367;;0,18376068376068377;0,3;0,3;8063,0
Transvaalbuurt Oost;Amsterdam;Buurt;3633001;1092;2735;1,9;26249,0;423,0;2,0;23,0;56,0;20,0;6,0;;2,2338902147971362;;0,2303473491773309;0,3;0,3;7688,0
Noordwestkwadrant Indische buurt Noord;Amsterdam;Buurt;3633100;1094;2250;1,7;23059,0;383,0;1,0;33,0;41,0;25,0;15,0;;2,2658610271903323;;0,31777777777777777;0,3;0,3;8266,0
Noordwestkwadrant Indische buurt Zuid;Amsterdam;Buurt;3633101;1094;2670;1,7;31869,0;377,0;1,0;28,0;48,0;24,0;4,0;;2,3484848484848486;;0,2752808988764045;0,3;0,5;8352,0
Zuidwestkwadrant Indische buurt;Amsterdam;Buurt;3633102;1094;2055;2,0;25863,0;351,0;0,0;18,0;73,0;9,0;8,0;;1,966565349544073;;0,17761557177615572;0,4;0,5;7950,0
Noordoostkwadrant Indische buurt;Amsterdam;Buurt;3633200;1095;3130;1,8;22788,0;364,0;1,0;19,0;60,0;21,0;7,0;;2,111587982832618;;0,19169329073482427;0,3;0,2;6611,0
Zuidoostkwadrant Indische buurt;Amsterdam;Buurt;3633201;1095;1835;2,0;26086,0;383,0;0,0;22,0;56,0;22,0;9,0;;2,1506849315068495;;0,1907356948228883;0,4;0,2;6503,0
Zeeburgerdijk Oost;Amsterdam;Buurt;3633202;1095;210;2,0;5117,0;538,0;0,0;55,0;38,0;7,0;79,0;;;;0,2619047619047619;0,6;0,6;3678,0
Flevopark;Amsterdam;Buurt;3633203;1095;10;1,4;37,0;;;;;;;;;;1,0;;1,1;3111,0
Oostelijke Handelskade;Amsterdam;Buurt;3633300;1019;765;1,9;6381,0;572,0;0,0;25,0;46,0;28,0;100,0;;2,56198347107438;;0,7843137254901961;0,6;0,5;3665,0
Rietlanden;Amsterdam;Buurt;3633301;1019;1295;1,9;9446,0;508,0;5,0;40,0;34,0;26,0;81,0;;2,406862745098039;;0,3359073359073359;0,5;0,3;5029,0
Java-eiland;Amsterdam;Buurt;3633302;1019;1610;1,9;18173,0;579,0;4,0;32,0;19,0;48,0;15,0;;2,6108949416342413;;0,35093167701863354;0,6;0,5;3217,0
KNSM-eiland;Amsterdam;Buurt;3633303;1019;1405;1,7;18913,0;469,0;0,0;48,0;45,0;7,0;3,0;;2,5073170731707317;;0,4377224199288256;0,6;1,0;2768,0
Sporenburg;Amsterdam;Buurt;3633304;1019;1165;2,4;18081,0;583,0;35,0;49,0;15,0;36,0;53,0;;2,5757575757575757;;0,3948497854077253;0,6;0,3;3934,0
Borneo;Amsterdam;Buurt;3633305;1019;1195;2,4;23926,0;628,0;17,0;38,0;23,0;39,0;40,0;;2,5381165919282513;;0,4686192468619247;0,6;0,5;3984,0
Entrepot-Noordwest;Amsterdam;Buurt;3633306;1019;790;1,8;13048,0;417,0;0,0;32,0;53,0;14,0;11,0;;2,2131147540983607;;0,22151898734177214;0,5;0,4;6695,0
Architectenbuurt;Amsterdam;Buurt;3633307;1019;1020;1,7;17090,0;397,0;2,0;53,0;37,0;10,0;0,0;;2,4496644295302015;;0,22549019607843138;0,5;0,6;6319,0
Bedrijvengebied Veelaan;Amsterdam;Buurt;3633308;1019;20;1,6;826,0;;;;;;;;;;7,25;;0,7;7874,0
Bedrijvengebied Cruquiusweg;Amsterdam;Buurt;3633309;1019;290;1,7;2865,0;;1,0;13,0;27,0;56,0;96,0;;2,727272727272727;;0,7241379310344828;0,6;1,0;3492,0
Bedrijvengebied Zeeburgerkade;Amsterdam;Buurt;3633310;1019;90;1,7;3031,0;;;;;;;;;;1,6111111111111112;0,9;0,6;6995,0
Zeeburgereiland Noordwest;Amsterdam;Buurt;3633400;1095;5;2,5;56,0;;;;;;;;;;1,0;;1,7;1253,0
Zeeburgereiland Zuidoost;Amsterdam;Buurt;3633402;1095;435;1,1;2120,0;171,0;0,0;0,0;100,0;0,0;100,0;;;;0,04597701149425287;0,1;1,1;1094,0
Zeeburgereiland Zuidwest;Amsterdam;Buurt;3633403;1095;225;1,3;1761,0;;3,0;1,0;36,0;63,0;100,0;;2,375;;0,24444444444444444;0,3;1,2;1707,0
Nieuwe Diep/Diemerpark;Amsterdam;Buurt;3633404;1095;30;2,0;58,0;;;;;;;;2,0;;1,1666666666666667;;2,7;960,0
RI Oost terrein;Amsterdam;Buurt;3633405;1095;2175;1,7;13311,0;346,0;5,0;22,0;23,0;55,0;100,0;;2,4204204204204203;;0,20689655172413793;0,4;0,4;1083,0
Zeeburgereiland Noordoost;Amsterdam;Buurt;3633406;1095;1;;;;;;;;;;;;0,0;;;946,0
Steigereiland Noord;Amsterdam;Buurt;3633500;1086;690;2,3;10859,0;432,0;35,0;39,0;27,0;12,0;100,0;;2,3658536585365852;;0,36231884057971014;0,5;0,3;1140,0
Steigereiland Zuid;Amsterdam;Buurt;3633501;1086;940;2,8;11897,0;553,0;47,0;57,0;36,0;7,0;100,0;;2,225;;0,48936170212765956;0,9;0,5;1142,0
Haveneiland Zuidwest/Rieteiland West;Amsterdam;Buurt;3633502;1087;990;2,8;10267,0;774,0;56,0;66,0;13,0;21,0;100,0;;2,4245283018867925;;0,48484848484848486;0,9;0,3;2030,0
Haveneiland Noordwest;Amsterdam;Buurt;3633504;1087;1410;2,0;16760,0;395,0;14,0;30,0;40,0;29,0;100,0;;2,3080357142857144;;0,24468085106382978;0,5;0,2;1800,0
Haveneiland Noordoost;Amsterdam;Buurt;3633505;1087;2385;2,4;18803,0;464,0;17,0;46,0;35,0;19,0;100,0;;2,311926605504587;;0,2851153039832285;0,6;0,3;2047,0
Woon- en Groengebied Sloterdijk;Amsterdam;Buurt;3633600;1014;255;1,8;864,0;466,0;15,0;9,0;5,0;86,0;82,0;;2,6923076923076925;;0,37254901960784315;0,5;0,5;4045,0
Bedrijventerrein Sloterdijk I;Amsterdam;Buurt;3633601;1014;50;1,2;129,0;;;;;;;;;;10,2;;1,9;1142,0
Bedrijventerrein Landlust;Amsterdam;Buurt;3633700;1055;390;1,5;5365,0;;1,0;41,0;11,0;48,0;0,0;;2,607843137254902;;0,7435897435897436;0,4;0,6;5201,0
Bosleeuw;Amsterdam;Buurt;3633702;1055;2945;1,9;16875,0;329,0;3,0;27,0;51,0;22,0;6,0;;2,0872340425531917;;0,23769100169779286;0,4;0,3;6223,0
Landlust Zuid;Amsterdam;Buurt;3633703;1056;2340;1,8;20699,0;376,0;0,0;33,0;37,0;30,0;0,0;;2,3815028901734103;;0,23931623931623933;0,4;0,3;9586,0
Erasmusparkbuurt Oost;Amsterdam;Buurt;3633704;1056;970;2,0;23175,0;448,0;0,0;38,0;30,0;32,0;19,0;;2,2026143790849675;;0,28350515463917525;0,5;0,5;8866,0
Gibraltarbuurt;Amsterdam;Buurt;3633705;1055;2470;1,7;22169,0;326,0;0,0;21,0;47,0;32,0;0,0;;2,2005494505494507;;0,2165991902834008;0,4;0,3;5070,0
Landlust Noord;Amsterdam;Buurt;3633706;1055;1305;1,8;24470,0;337,0;0,0;28,0;45,0;27,0;2,0;;2,1818181818181817;;0,2260536398467433;0,3;0,4;7262,0
Erasmusparkbuurt West;Amsterdam;Buurt;3633802;1055;2370;1,7;13764,0;348,0;0,0;48,0;11,0;40,0;11,0;;2,5141242937853105;;0,25949367088607594;0,4;0,3;8268,0
Robert Scottbuurt Oost;Amsterdam;Buurt;3633803;1056;1000;1,8;27020,0;367,0;0,0;30,0;21,0;47,0;1,0;;2,2039473684210527;;0,22;0,3;0,3;7980,0
Robert Scottbuurt West;Amsterdam;Buurt;3633900;1055;1360;1,5;14630,0;255,0;1,0;24,0;56,0;20,0;15,0;;2,123529411764706;;0,1948529411764706;0,2;0,4;7699,0
Laan van Spartaan;Amsterdam;Buurt;3633901;1061;1270;1,7;14138,0;332,0;10,0;15,0;51,0;34,0;100,0;;2,4367816091954024;;0,13385826771653545;0,3;0,9;5796,0
Kolenkitbuurt Zuid;Amsterdam;Buurt;3633902;1061;1070;2,1;18303,0;372,0;0,0;25,0;57,0;18,0;69,0;;2,016216216216216;;0,17757009345794392;0,4;0,5;6171,0
Kolenkitbuurt Noord;Amsterdam;Buurt;3633903;1061;1785;2,3;13994,0;301,0;6,0;10,0;65,0;17,0;44,0;;2,0517241379310347;;0,1876750700280112;0,5;0,2;5634,0
Geuzenhofbuurt;Amsterdam;Buurt;3634000;1056;1140;1,5;21171,0;364,0;0,0;45,0;3,0;51,0;3,0;;2,6887417218543046;;0,2543859649122807;0,3;0,6;11537,0
Trompbuurt;Amsterdam;Buurt;3634001;1056;1805;1,8;26193,0;441,0;0,0;31,0;13,0;55,0;0,0;;2,509433962264151;;0,3462603878116344;0,3;0,2;11373,0
Pieter van der Doesbuurt;Amsterdam;Buurt;3634002;1056;1085;1,7;26692,0;397,0;0,0;20,0;39,0;41,0;3,0;;2,3164556962025316;;0,2903225806451613;0,4;0,3;10449,0
John Franklinbuurt;Amsterdam;Buurt;3634100;1056;1210;1,6;27435,0;359,0;0,0;18,0;44,0;38,0;0,0;;2,1823529411764704;;0,22727272727272727;0,3;0,2;10340,0
Jan Maijenbuurt;Amsterdam;Buurt;3634101;1056;1365;1,7;29359,0;343,0;0,0;22,0;53,0;24,0;0,0;;2,123076923076923;;0,20146520146520147;0,3;0,4;9332,0
